Country,Data source,Sector,Gas,Unit,2019,2018,2017,2016,2015,2014,2013,2012,2011
Armenia,Climate Watch,Energy,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03
Belgium,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Bangladesh,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.01
Belize,Climate Watch,Electricity/Heat,CO2,MtCO₂e,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.02
Bhutan,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02
Botswana,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04
Central African Republic,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Canada,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.04
Switzerland,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Cook Islands,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03
Colombia,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.05,0.04
Cuba,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03
Czech Republic,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Czech Republic,Climate Watch,Industrial Processes,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.06,0.06
Djibouti,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02
Denmark,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04
Micronesia,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02
Guinea-Bissau,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Guatemala,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03
Guyana,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03
Hungary,Climate Watch,Industrial Processes,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.05
Indonesia,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04
Ireland,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05
Ireland,Climate Watch,Industrial Processes,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Israel,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.03,0.03
Italy,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06
Japan,Climate Watch,Industrial Processes,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05
Japan,Climate Watch,Bunker Fuels,CH4,MtCO₂e,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03
Kazakhstan,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.04,0.04,0.05,0.05,0.04,0.03,0.05,0.05,0.04
Cambodia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02
Kuwait,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Lebanon,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03
Sri Lanka,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.03,0.03,0.01,0.02,0.02
Lithuania,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02
Malta,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,0.04,0.04,0.05,0.06,0.06,0.06,0.05,0.03,0.02
Myanmar,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02
Mauritania,Climate Watch,Energy,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03
Mauritania,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
Mauritius,Climate Watch,Energy,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Mauritius,Climate Watch,Industrial Processes,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.06,0.07
Malaysia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.03
Norway,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03
New Zealand,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03
Pakistan,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.03,0.03
Peru,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04
Philippines,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01
Philippines,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03
Portugal,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03
Portugal,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05
Portugal,Climate Watch,Industrial Processes,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04
Paraguay,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04
Romania,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Sudan,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Singapore,Climate Watch,Fugitive Emissions,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Sao Tome and Principe,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03
Slovakia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.05,0.05
Slovakia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03
Slovenia,Climate Watch,Industrial Processes,N2O,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.06,0.05
Chad,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04
Tanzania,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Ukraine,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.04,0.03,0.04,0.05,0.07,0.06,0.06,0.06
Vietnam,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
Zambia,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.04,0.03,0.05,0.04,0.06,0.06,0.15,0.15,0.1
Zambia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03
United Arab Emirates,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
United Arab Emirates,Climate Watch,Industrial Processes,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Argentina,Climate Watch,Industrial Processes,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Burundi,Climate Watch,Industrial Processes,CO2,MtCO₂e,0.03,0.03,0.02,0.04,0.04,0.03,0.04,0.03,0.01
Belgium,Climate Watch,Industrial Processes,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02
Benin,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.03,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.02
Benin,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.03,0.02,0.02,0.01,0.01,0.0,0.01,0.01,0.02
Bangladesh,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02
Bahrain,Climate Watch,Agriculture,CH4,MtCO₂e,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Bosnia and Herzegovina,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.03,0.02,0.03,0.03,0.02,0.01,0.01,0.02,0.02
Belize,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.03,0.01,0.04,0.02,0.02,0.01,0.05,0.0,0.15
Belize,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.03,0.01,0.04,0.02,0.02,0.01,0.05,0.0,0.17
Brazil,Climate Watch,Bunker Fuels,CH4,MtCO₂e,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Barbados,Climate Watch,Agriculture,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02
Barbados,Climate Watch,Agriculture,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03
Brunei,Climate Watch,Energy,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Switzerland,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Switzerland,Climate Watch,Fugitive Emissions,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Cook Islands,Climate Watch,Electricity/Heat,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
Cyprus,Climate Watch,Energy,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
Czech Republic,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Dominica,Climate Watch,Agriculture,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Dominican Republic,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02
Algeria,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Eritrea,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.04,0.03
Finland,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04
Finland,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
France,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.03,0.0,0.04,0.0,0.0,0.01,0.0,0.03,0.0
Guinea,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.03,0.03,0.04,0.08,0.15,0.1,0.1,0.12,0.09
Grenada,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.02
Guyana,Climate Watch,Energy,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Honduras,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
Hungary,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02
Hungary,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01
Ireland,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03
Ireland,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
Italy,Climate Watch,Fugitive Emissions,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Kenya,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Kyrgyzstan,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.03,0.02,0.06,0.32,0.32,0.01,0.15,0.09,0.16
Kiribati,Climate Watch,Electricity/Heat,CO2,MtCO₂e,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
Liberia,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.03,0.03,0.04,0.05,0.04,0.05,0.05,0.05,0.05
Libya,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.03,0.03,0.02,0.04,0.04,0.04,0.04,0.03
Sri Lanka,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01
Luxembourg,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.05
Latvia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01
Montenegro,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Montenegro,Climate Watch,Energy,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03
Mozambique,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.03,0.03,0.05,0.09,0.08,0.1,0.08,0.08,0.06
Netherlands,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02
Norway,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04
Nauru,Climate Watch,Electricity/Heat,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
Nauru,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
New Zealand,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Panama,Climate Watch,Bunker Fuels,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02
Peru,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03
Peru,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.03
Peru,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
Philippines,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.03,0.01,0.01,0.05,0.04,0.03,0.02,0.01,0.01
Papua New Guinea,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.03,0.06,0.02,0.02,0.49,0.02,0.03,0.01,0.01
Papua New Guinea,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.03,0.06,0.02,0.02,0.53,0.03,0.03,0.01,0.02
Poland,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
North Korea,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.03,0.04,0.01,0.0,0.07,0.18,0.01,0.0,0.06
North Korea,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.03,0.05,0.01,0.0,0.07,0.2,0.01,0.0,0.07
Qatar,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
Qatar,Climate Watch,Industrial Processes,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Romania,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,0.03,0.03,0.02,0.04,0.06,0.07,0.04,0.05,0.04
Saudi Arabia,Climate Watch,Bunker Fuels,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.02
Singapore,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,0.03,0.03,0.03,0.03,-0.05,-0.05,-0.05,-0.05,-0.05
Singapore,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Solomon Islands,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03
Sierra Leone,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04
Sao Tome and Principe,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Suriname,Climate Watch,Energy,N2O,MtCO₂e,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02
Venezuela,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.03,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.04
South Africa,Climate Watch,Industrial Processes,CH4,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Zimbabwe,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03
Angola,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01
Austria,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Burundi,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.02,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.01
Bangladesh,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,0.02,0.02,0.01,0.02,0.06,0.03,0.02,N/A,N/A
Bangladesh,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01
Bulgaria,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Bulgaria,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Bahamas,Climate Watch,Agriculture,N2O,MtCO₂e,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03
Belarus,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Brunei,Climate Watch,Agriculture,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Bhutan,Climate Watch,Bunker Fuels,CO2,MtCO₂e,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0
Botswana,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01
Switzerland,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Chile,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Democratic Republic of the Congo,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,0.02,0.04,0.05,0.07,0.05,0.13,0.13,0.13,0.14
Democratic Republic of the Congo,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.02,0.02,0.02,0.16,0.15,0.15,0.14,0.14,0.2
Colombia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Colombia,Climate Watch,Industrial Processes,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Cape Verde,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Costa Rica,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.02,0.01,0.01,0.03,0.03,0.01,0.02,0.02,0.0
Costa Rica,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02
Costa Rica,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.02,0.01,0.01,0.03,0.03,0.01,0.02,0.02,0.0
Cuba,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,0.02,0.02,0.01,0.09,0.16,0.17,0.11,0.08,0.08
Cuba,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02
Germany,Climate Watch,Bunker Fuels,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Djibouti,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04
Dominica,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Denmark,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.02
Denmark,Climate Watch,Industrial Processes,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Dominican Republic,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Algeria,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Ecuador,Climate Watch,Electricity/Heat,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02
Ecuador,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Ecuador,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02
Egypt,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.03
Eritrea,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Eritrea,Climate Watch,Energy,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Estonia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01
Ethiopia,Climate Watch,Bunker Fuels,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01
France,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,0.02,0.02,0.03,0.03,0.05,0.05,0.03,N/A,N/A
France,Climate Watch,Bunker Fuels,CH4,MtCO₂e,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02
France,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.02,0.0,0.03,0.0,0.0,0.01,0.0,0.03,0.0
Micronesia,Climate Watch,Agriculture,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Gabon,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.03
Gabon,Climate Watch,Fugitive Emissions,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Gabon,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.03
United Kingdom,Climate Watch,Bunker Fuels,CH4,MtCO₂e,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.03
Georgia,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02
Guinea,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.02,0.02,0.04,0.07,0.14,0.09,0.1,0.11,0.09
Greece,Climate Watch,Bunker Fuels,CH4,MtCO₂e,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02
Greece,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Grenada,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Guyana,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,0.02,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
Guyana,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
Honduras,Climate Watch,Electricity/Heat,CH4,MtCO₂e,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01
Honduras,Climate Watch,Fugitive Emissions,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
